post_title,ID,post_content,post_excerpt,post_date,post_name,post_author,post_status,featured_image,post_format,comment_status,ping_status,pinged,post_parent,menu_order,acf_caption,acf_alt_text,acf_description,acf_file_name,acf_title,related_data_providers,related_use_cases,categories,logo,rate,question,title,meta_desc
Skimlinks,1063.0,"Skimlinks is a commercial content monetization platform and a data provider. Skimlinks offers publishers a way to significantly reduce reliance on advertising to stay in business by connecting readers to merchants via the readers' mobile data, interest data, and brand affiliation data.Skimlinks works with publishers Conde Nast, Yahoo!, MailOnline, and many more.","Skimlinks is a commercial content monetization platform and a data provider. Skimlinks offers publishers a way to significantly reduce reliance on advertising to stay in business by connecting readers to merchants via the readers' mobile data, interest data, and brand affiliation data.Skimlinks works with publishers Conde Nast, Yahoo!, MailOnline, and many more.",2020-08-29 14:41:30,skimlinks,datahunters,publish,https://www.data-hunters.com/?p=1063,,closed,closed,,0.0,0.0,,,,,,"AnalyticsIQ,Connexity,PeerLogix,Clickagy,Intimate Merger",,"Economic Data,,Identity Data,Marketing Attribution Data,Demographic Data,,,",,,,Skimlinks,Skimlinks helps publishers gain independence from advertisers by monetizing their readers' online data. Read about and review Skimlinks
Stirista,1064.0,Stirista is a multi-channel marketer and data provider specializing in consumer segmentation and marketing reach via email and online advertising campaigns.,,2020-08-29 14:41:30,stirista,datahunters,publish,https://www.data-hunters.com/?p=1064,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,AnalyticsIQ,BoldData,Acxiom,Thomson Data",",Account-Based Marketing,Account-Based Marketing,,Targeted Marketing,,,,,Behavioral Targeting,,,,,,,,Targeted Marketing,,,Lead Scoring,Targeted Marketing,Online and Social Media Performance Tracking,Online and Social Media Performance Tracking,,Targeted Marketing","Demographic Data,Location Data,Marketing Attribution Data,TV Streaming Rating Data,Consumer Lifestyle Data,Firmographic Data,Technographics Data,Business Registry Data,B2B Intent Data,Location Data,Company Data,B2B Data,B2B Marketing Fit Data,Tourism Data,,,,Marketing Attribution Data,,,Location Data,Retail & Commerce Data,B2B Data,,,B2B Intent Data,,Website Data,Sports & Entertainment Data,Real Estate Data,Demographic Data,Individual Data,Individual Data,Individual Data,Individual Data,Individual Data,Economic Data,Individual Data,Individual Data,Individual Data,Consumer Lifestyle Data,Business Registry Data,Business Registry Data,,Consumer Lifestyle Data,Marketing Attribution Data",,,12760|13621,Stirista,Stirista is a multi-channel marketer and provider of consumer segmentation data. Discuss Stirista's data and process with others
Track Star GPS,1067.0,"Track Star specializes in geospatial data, especially vehicular GPS and digital mapping and recording data. Track Star also provides state-of-the-art automatic vehicle location systems (AVLS) products and IT support trusted by law enforcement and other first responders.","Track Star specializes in geospatial data, especially vehicular GPS and digital mapping and recording data. Track Star also provides state-of-the-art automatic vehicle location systems (AVLS) products and IT support trusted by law enforcement and other first responders.",2020-08-29 14:41:31,track-star-gps,datahunters,publish,https://www.data-hunters.com/?p=1067,,closed,closed,,0.0,0.0,,,,,,,,,,,,Track Star GPS,"Track Star GPS provides vehicular geospatial data, like real-time driver behavior data, IT assistance, and AVLS products to first responders."
TrakStar,1068.0,"Since 2001, TrakStar has made employee evaluations and company performance management data easily available with customizable, user-friendly software for business owners of all sizes, in all industries.","Since 2001, TrakStar has made employee evaluations and company performance management data easily available with customizable, user-friendly software for business owners of all sizes, in all industries.",2020-08-29 14:41:31,trakstar,datahunters,publish,https://www.data-hunters.com/?p=1068,,closed,closed,,0.0,0.0,,,,,,,,,,,,TrakStar,"TrakStar makes employee evaluations and company performance management data easily available with customizable, user-friendly software."
US Data Corporation,1070.0,US Data Corporation is a data provider and marketing company that works closely with existing marketing departments within companies to achieve results. US Data Corporation is trusted by numerous Fortune 500 companies.,,2020-08-29 14:41:31,us-data-corporation,datahunters,publish,https://www.data-hunters.com/?p=1070,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,BIGDBM,Acxiom,Gourmet Ads",,"Demographic Data,,Company Data,B2B Data,Individual Data,Consumer Lifestyle Data,Individual Data",,,,US Data Corporation,US Data Corporation is a direct marketing agency that helps marketing departments reach relevant customers. Discuss and review their data
Vumonic,1071.0,"Vumonic Technologies is a data provider and intelligence company offering customer, pricing, and competitor data. Vumonic Technologies's customer data includes demographic, churn, lifetime value, and repurchase data. Competitor data includes business analysis and market share data.In other words, all the data you need to understand where your business is and where it is going.",,2020-08-29 14:41:31,vumonic,datahunters,publish,https://www.data-hunters.com/?p=1071,,closed,closed,,0.0,0.0,,,,,,"1010Data,Wiland,Affinity Solutions,Consumer Edge","Behavioral Targeting,,Trend Forecasting,,,Hedge Fund Management,,,Persona Detection/Segmentation",",Retail & Commerce Data,Individual Data,C2C E-Commerce Data,Consumer Lifestyle Data,,Retail & Commerce Data,,,,,Retail & Commerce Data,,Retail & Commerce Data",,,,Vumonic,"Vumonic provides demographic, churn, customer lifetime value, price optimization, competitor data, and more. Talk about Vumonic Technologies"
Weborama,1072.0,"Weborama has developed a proprietary semantic AI engine which it uses to deliver customer interest data, behavior data, brand awareness data, and more. Weborama also offers CRM and analytic software.","Weborama has developed a proprietary semantic AI engine which it uses to deliver customer interest data, behavior data, brand awareness data, and more. Weborama also offers CRM and analytic software.",2020-08-29 14:41:31,weborama,datahunters,publish,https://www.data-hunters.com/?p=1072,,closed,closed,,0.0,0.0,,,,,,"ADmantX,Tyr Data,Quintelligence,SimilarWeb",,Website Data,,,,Weborama,"Weborama delivers customer interest, behavior, & other data with its proprietary semantic AI. It also offers CRM analytic software."
Wikiroutes,1073.0,"Wikiroutes is a public database of traffic and routing data. Wikiroutes is used by individual and by city transportation agencies all over the world. Despite the amount of data, their updates sync with mobile apps immediately.","Wikiroutes is a public database of traffic and routing data. Wikiroutes is used by individual and by city transportation agencies all over the world. Despite the amount of data, their updates sync with mobile apps immediately.",2020-08-29 14:41:31,wikiroutes,datahunters,publish,https://www.data-hunters.com/?p=1073,,closed,closed,,0.0,0.0,,,,,,"TomTom,Waze,INRIX,ITO World","Hedge Fund Management,,,,,,Traffic Management,,Smart Cities","Location Data,Map Data,Traffic and Routing Data,Internet of Things (IoT) Data,Location Data,,,Location Data,Location Data",,,,Wikiroutes,Wikiroutes is an open-source database of geospatial traffic & routing data used by individuals and municipalities worldwide. Talk about them
AnalyticsIQ,1075.0,"AnalyticsIQ was the first data company to blend cognitive psychology with data science to market to consumers. Their philosophy is that you must truly know who your customers are in order to provide them with products and services they need.To do this, AnalyticsIQ believes you must have more than simple demographic data like income, age, and gender. You need behavioral data like past purchases, lifestyle interests, personality traits, religious affiliation, and band loyalty data.AnalyticsIQ works with Insurance, Finances, Retail, Travel, Non-Profit, and many other companies.","AnalyticsIQ was the first data company to blend cognitive psychology with data science to market to consumers. Their philosophy is that you must truly know who your customers are in order to provide them with products and services they need.To do this, AnalyticsIQ believes you must have more than simple demographic data like income, age, and gender. You need behavioral data like past purchases, lifestyle interests, personality traits, religious affiliation, and band loyalty data.AnalyticsIQ works with Insurance, Finances, Retail, Travel, Non-Profit, and many other companies. ",2020-08-29 14:40:13,analyticsiq,datahunters,publish,https://www.data-hunters.com/data_provider/analyticsiq/,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,Stirista,Adstra,Acxiom,FrescoData",",Targeted Marketing,,,Targeted Marketing,,","Demographic Data,Economic Data,B2B Data,Marketing Attribution Data,,Individual Data,Consumer Lifestyle Data,Firmographic Data,Demographic Data,Individual Data,Employment Data,Company Data,B2B Data,B2B Marketing Fit Data,Tourism Data,Aerospace Industry Data,EHR Data,Healthcare Data,Economic Data,,Individual Data,,Psychographics Data,,Consumer Lifestyle Data,Consumer Lifestyle Data,,,Individual Data,Marketing Attribution Data,Automotive Industry Data,Sports & Entertainment Data,Employment Data,Employment Data,,Real Estate Data,Automotive Industry Data,Individual Data,Individual Data,Individual Data,Individual Data,Individual Data,Individual Data,Individual Data,Individual Data,Economic Data,Individual Data",,,,AnalyticsIQ,AnalyticsIQ is the first commercial data company to merge cognitive psychology and data science to better understand people's motivations.
Loqate,1163.0,"Loqate is an award-winning geospatial data provider, acquired by <a href=""https://www.data-hunters.com/data_provider/gbg/"">GBG Group</a> in 2015. They provide address verification, bank verification,email and phone validation, data cleansing, and other services.<div class=""group1""></div><div class=""group2"">&nbsp;</div>","Loqate is an award-winning geospatial data provider, acquired by GBG Group in 2015. They provide address verification, bank verification,email and phone validation, data cleansing, and other services.",2020-09-01 07:16:09,loqate,shoshanaz@emboodo.com,publish,https://www.data-hunters.com/?post_type=data_provider&#038;p=1163,,closed,closed,,0.0,0.0,,,,,,,,,,,,Loqate,"Loqate data verifies addresses, phones, email, and more. But primarily it provides geospatial data to businesses. Review Loqate here"
