,post_title,use_case,data_category,related_data_sets,data_provider
232,Alqami Defense Industry Manufacturing Data Global | market forecasts & intelligence,",Hedge Fund Management","Economic Data,Environmental Data,Trade Data,Industry-Specific Data","Manufacturing Company Data - Get List of Manufacturing Companies, Decision Makers Data. Global Coverage        by Blue Mail Media      ,List of 22M Manufacturing companies worldwide        by BoldData      ,FACTSET Alternative Data (Global Coverage) - Novel ESG, Market & Business Intelligence         by FACTSET      ,Span Global Services: Industry B2B Email Data - Global Email Lists, Geo-Targeted, Ethically-sourced, 70+ Intelligence Fields        by Span Global Services      ",Alqami
233,Alqami Education Courses,,,,Alqami
234,"Alqami Global Business Travel Data | Flight & Hotel (tickerized, POS transactions)",,"Economic Data,Aerospace Industry Data,Hospitality Industry Data,Tourism Data","Travel, Hotel and Flights Price Intelligence | Travel Data API        by Wersel Brand Analytics      ,X-Byte | Travel, Hotel and Flights Price Intelligence | Travel Data API        by X-Byte      ,Bright Data | Travel Data - Global Coverage - Travel Industry Data from Hotel Websites & Flight Aggregators        by Bright Data (Formerly Luminati Networks)      ,Alqami Global Travel & Tourism data in real-time (hotels, airlines, cruises, car rentals)        by Alqami      ",Alqami
235,"Alqami Global Travel & Tourism data in real-time (hotels, airlines, cruises, car rentals)",,"Tourism Data,Hospitality Industry Data","X-Byte | Global Travel and Tourism data in Real-Time API (Hotels, Airlines, Cruises, Car Rentals)        by X-Byte      ,Alqami Global Business Travel Data | Flight & Hotel (tickerized, POS transactions)        by Alqami      ,Aviation Edge - Global Airline Routes API - Passive Airline Route Data        by Aviation Edge      ,90 West Data - US Consumer Credit Card / Debit Card / Transaction Data - Travel & Entertainment Panel        by 90 West Data      ",Alqami
236,"Alqami Media Publication Platform | Global news articles, 42 languages, real-time",,"News Data,Economic Data,Sports & Entertainment Events Data","Kieli NLP Data - Fully-labelled dataset of Arabic language for Machine Learning & AI platforms        by Kieli      ,Dow Jones Newswires - USA news data by Accern (real-time, 30+ metrics, 14 years history)        by Accern      ,FACTSET News & Research Data (Global Coverage) - Real-time Market & Financial Intelligence        by FACTSET      ,TAUS Language Translation Data | Parallel translation for Covid-19, Medical and Healthcare, various languages for Machine Learning        by TAUS      ",Alqami
237,"Alqami Mobile Device Location Data USA & LATAM (GPS) | 5M geo-tagged POI, millions of users",,"Location Data,Economic Data,Tourism Data,Online/Mobile Data","Quadrant Mobile Location Data LATAM - 500+ Million Unique Devices        by Quadrant      ,Onemata Global Raw Mobile Device Location Data - 700 Million Monthly Devices - SDK Location Data        by Onemata      ,Multimedia Lists - Mobile Device & Location Data USA & Global (4 Billion devices)        by Multimedia Lists      ,Tamoco Aggregated Footfall Data in the UK (8M SDK devices, 1.5M Point-of-Interests)        by Tamoco      ",Alqami
238,"Alqami Online Food Purchase Data Global - 5 year history, 500M recipe interactions monthly",,"Individual Data,Consumer Lifestyle Data,Retail & Commerce Data,","Alqami Vegan Food Product Data Global (2 years history, daily frequency)        by Alqami      ,Above Data | Global Clickstream / Weblog Data (>500M DAU, 2 years history)        by Above Data      ,Online Purchase Data | Aggregated Transaction Patterns for In-Person and Online        by SafeGraph      ,MBI Geodata - Purchasing Power Data & Income Data Globally (10 years history)        by MBI Geodata      ",Alqami
239,Alqami US Risk Analysis of Corporate Filings - predicting corporate financial results,,"Economic Data,Company Data","Nikkei Corporate Financial Data Japan -  4,000 listed companies, 50 years history, daily updated        by Nikkei Market Data      ,CUFTanalytics’ Corporate Bond Issues from US SEC filings w/+10 data fields; 1Q2021 w/+300 records        by CUFTanalytics      ,EDI Mutual Funds US - Corporate Actions Data        by Exchange Data International      ,Corporate Contact Data - reach corporate executives and professionals across the globe - Thomson Data        by Thomson Data      ",Alqami
240,AlternativeTo Platform,,,,AlternativeTo
241,AltHub Alternative Data Consumers,,,,AltHub
242,AltHub Alternative Data Providers,,,,AltHub
243,AM Best Credit Rating Report,,,,AM Best
244,Ambita Construction Application,,,,Ambita
245,Ambita Decision Support,,,,Ambita
246,Ambita Property Information,,,,Ambita
247,AMEE Courses,,,,AMEE
248,Ameribase – Data Append & Enhancement,,,,AmeriBase
249,Ameribase – Data Processing,,,,AmeriBase
250,Ameribase – Email Append,,,,AmeriBase
251,Ameribase – Mailing List Rental,,,,AmeriBase
252,Ameribase – Phone Append & Verification,,,,AmeriBase
253,AmeriBase Digital Marketing,,,,AmeriBase
254,AmeriBase E-Dentify - Digital,,,,AmeriBase
255,AmeriBase Lead Generation,,,,AmeriBase
256,AmeriBase Lead Scoring,,,,AmeriBase
257,American Student Marketing Digital Campaign,,,,American Student Marketing
258,American Student Marketing Mail Campaign,,,,American Student Marketing
259,American Trucking Associations National Truck Driver Program,,,,American Trucking Associations
260,AmeriumData SEO (Search Engine Optimization),,,,AmeriumData
261,AmeriumData SMO (Social Media Optimization),,,,AmeriumData
262,Amex Advance Consultative Audiences,,,,Amex Advance
263,Amex Advance Curated Audiences,,,,Amex Advance
264,Amex Advance Custom Audiences,,,,Amex Advance
265,AnalyticsIQ – AutoIQ,",Targeted Marketing",",Automotive Industry Data","TravelIQ by AnalyticsIQ - Consumer Travel Data USA - 118M Households        by AnalyticsIQ      ,WalkLists | Consumer Data Household Automobile Purchase USA (>240M Consumers)        by ScaleCampaign      ,TRAK Data - Full US Consumer Demographic Data File with 251M+ Individuals and 170M+ Households        by TRAK Data      ,Throtle - Consumer Identity Resolution USA (130M+ households, 250M+ individuals)        by Throtle      ",AnalyticsIQ
266,AnalyticsIQ – ChannelIQ,",Targeted Marketing","Individual Data,Marketing Attribution Data","InMarketIQ by AnalyticsIQ - Consumer Purchase Data USA - 241M Individuals         by AnalyticsIQ      ,Acxiom - Consumer Marketing Data - Analytics File and Services (Germany & UK Covered)        by Acxiom      ,Multimedia Lists Consumer Audience Data USA (245 Million Individuals)         by Multimedia Lists      ,Adstra Consumer | Consumer Data USA, Canada, Australia (232M individuals and 300 data elements)        by Adstra      ",AnalyticsIQ
267,AnalyticsIQ – CharityIQ,,,,AnalyticsIQ
268,AnalyticsIQ – DemoIQ,",Targeted Marketing","Demographic Data,Individual Data,Consumer Lifestyle Data","JobsIQ by AnalyticsIQ - Consumer Employment Data USA - 241M Individuals         by AnalyticsIQ      ,TRAK Data - Full US Consumer Demographic Data File with 251M+ Individuals and 170M+ Households        by TRAK Data      ,WalkLists | Consumer Data Lists Household's Individual Resident Demographic Characteristics USA ( >240M Consumers)        by ScaleCampaign      ,B2C Link - links business executive and their individual demographic data        by Data Axle      ",AnalyticsIQ
269,AnalyticsIQ – EconomyIQ,,Economic Data,"FinanceIQ by AnalyticsIQ - Consumer Finance Data USA - 241M Individuals         by AnalyticsIQ      ,EDI Global Economic Indicator Service (32k macro-economic indicators)                         by Exchange Data International      ,505 Economics: monthly luminosity data to measure economic activity and digital connectivity        by 505 Economics      ,ISS ESG Economic Value Added Data (EVA)        by ISS ESG      ",AnalyticsIQ
270,AnalyticsIQ – GeoCreditIQ,,"Individual Data,Economic Data","CharityIQ by AnalyticsIQ - Consumer Donation Data USA - 241M Individuals        by AnalyticsIQ      ,Multimedia Lists Consumer Audience Data USA (245 Million Individuals)         by Multimedia Lists      ,Adstra Consumer | Consumer Data USA, Canada, Australia (232M individuals and 300 data elements)        by Adstra      ,Predictive Credit Intelligence by TrackStar: Consumer Credit Rating Data for USA (15 years of historical coverage)        by TrackStar      ",AnalyticsIQ
271,AnalyticsIQ – HousingIQ,",Targeted Marketing","Demographic Data,Individual Data,Consumer Lifestyle Data,Real Estate Data","HealthIQ by AnalyticsIQ - Consumer Healthcare Data USA - 118M Households        by AnalyticsIQ      ,Consumer Marketing Database - U.S Coverage of 217M Individuals, 118M Households- Demographics, Housing, Interests, Income, Insurance, Occupation        by Speedeon Data      ,WalkLists | Consumer Data Household Donations And Contributions USA (>240M Consumers)        by ScaleCampaign      ,Mapping Resources: Consumer List Database - Individual and Household Consumer Identity Data for the USA        by Mapping Resources      ",AnalyticsIQ
272,AnalyticsIQ – InMarketIQ,",Targeted Marketing","Marketing Attribution Data,Individual Data,Consumer Lifestyle Data,","PurchaserIQ by AnalyticsIQ - Consumer Purchase Data USA - 241M Individuals        by AnalyticsIQ      ,MotivatorIQ by AnalyticsIQ - Consumer Purchase Intent Data USA - 241M Individuals         by AnalyticsIQ      ,Adstra Consumer | Consumer Data USA, Canada, Australia (232M individuals and 300 data elements)        by Adstra      ,Multimedia Lists Consumer Audience Data USA (245 Million Individuals)         by Multimedia Lists      ",AnalyticsIQ
273,AnalyticsIQ – InterestIQ,",Targeted Marketing","Economic Data,Consumer Lifestyle Data,Demographic Data,,Sports & Entertainment Data","Symphony by AnalyticsIQ - Consumer Lifestyle Data USA - Audience Segmentation for 241M Individuals        by AnalyticsIQ      ,MBI Geodata - Consumer Lifestyles Data based on consumer interests  (51 countries, 5 years history)        by MBI Geodata      ,Adstra Consumer | Consumer Data USA, Canada, Australia (232M individuals and 300 data elements)        by Adstra      ,Multimedia Lists Consumer Audience Data USA (245 Million Individuals)         by Multimedia Lists      ",AnalyticsIQ
274,AnalyticsIQ – JobsIQ,",Targeted Marketing","Demographic Data,,Marketing Attribution Data,Individual Data","MotivatorIQ by AnalyticsIQ - Consumer Purchase Intent Data USA - 241M Individuals         by AnalyticsIQ      ,Adstra Consumer | Consumer Data USA, Canada, Australia (232M individuals and 300 data elements)        by Adstra      ,Blue Mail Media's Consumer Demographic Data - Employment Data, Age Data, Gender Data.        by Blue Mail Media      ,Multimedia Lists Consumer Audience Data USA (245 Million Individuals)         by Multimedia Lists      ",AnalyticsIQ
275,AnalyticsIQ – MotivatorIQ,",Targeted Marketing","Individual Data,Consumer Lifestyle Data,Demographic Data,,Psychographics Data","PurchaserIQ by AnalyticsIQ - Consumer Purchase Data USA - 241M Individuals        by AnalyticsIQ      ,Adstra Consumer | Consumer Data USA, Canada, Australia (232M individuals and 300 data elements)        by Adstra      ,InMarketIQ by AnalyticsIQ - Consumer Purchase Data USA - 241M Individuals         by AnalyticsIQ      ,Mapping Resources: Consumer List Database - Individual and Household Consumer Identity Data for the USA        by Mapping Resources      ",AnalyticsIQ
276,AnalyticsIQ – PurchaserIQ,",Targeted Marketing","Individual Data,Consumer Lifestyle Data,","InMarketIQ by AnalyticsIQ - Consumer Purchase Data USA - 241M Individuals         by AnalyticsIQ      ,WalkLists | Consumer Data Household Automobile Purchase USA (>240M Consumers)        by ScaleCampaign      ,Consumer At-Home Medical Diagnostics Purchases        by Gambit      ,MotivatorIQ by AnalyticsIQ - Consumer Purchase Intent Data USA - 241M Individuals         by AnalyticsIQ      ",AnalyticsIQ
277,AnalyticsIQ – TravelIQ,",Targeted Marketing","Demographic Data,Tourism Data,Aerospace Industry Data,Individual Data","AutoIQ by AnalyticsIQ - Consumer Vehicle Data USA - 118M Households        by AnalyticsIQ      ,Adstra Travel | In-Market Consumer Travel Data USA         by Adstra      ,Gravy Analytics Trade Area Data Globally -- analyze where consumers travel from to shop, dine, and visit other places of commercial interest.         by Gravy Analytics      ,TRAK Data - Full US Consumer Demographic Data File with 251M+ Individuals and 170M+ Households        by TRAK Data      ",AnalyticsIQ
278,AnalyticsIQ Business Data,,"Firmographic Data,Company Data,B2B Marketing Fit Data","Firmographic Data for all Businesses in Peru ( 2.9 M Businesses )        by Techsalerator      ,Data Axle Business Firmographic Data        by Data Axle      ,Multimedia Lists - Business Firmographic & Ownership, Address Data USA (119 Million businesses)         by Multimedia Lists      ,Firmographic Data - Reach Target Businesses Hassle-Free - Thomson Data        by Thomson Data      ",AnalyticsIQ
279,AnalyticsIQ BusinessCore Database,,,,AnalyticsIQ
280,AnalyticsIQ Consumer Data,",Targeted Marketing","Demographic Data,Tourism Data,Aerospace Industry Data,Individual Data","AutoIQ by AnalyticsIQ - Consumer Vehicle Data USA - 118M Households        by AnalyticsIQ      ,Adstra Travel | In-Market Consumer Travel Data USA         by Adstra      ,Gravy Analytics Trade Area Data Globally -- analyze where consumers travel from to shop, dine, and visit other places of commercial interest.         by Gravy Analytics      ,TRAK Data - Full US Consumer Demographic Data File with 251M+ Individuals and 170M+ Households        by TRAK Data      ",AnalyticsIQ
282,AnalyticsIQ ContactIQ,,"B2B Data,B2B Marketing Fit Data","RoleIQ by AnalyticsIQ - Employee Data USA - 65M Professionals         by AnalyticsIQ      ,B2B Contact Data | InfoClutch - Reach out to business professionals with ease through B2B contact data        by InfoClutch      ,US Education Industry Professionals | B2B Contact Data by Every Market Media        by Every Market Media      ,Healthcare Professional Email List (1.2 million contacts) by Infotanks Media        by Infotanks Media      ",AnalyticsIQ
