,Name of the dataset,similar
49,National Assessment of Oil and Gas Project - Uinta-Piceance Province (020) Quarter-Mile Cells,"National Assessment of Oil and Gas Project - San Juan Basin Province (022) Quarter-Mile Cells
National Assessment of Oil and Gas Project - Western Oregon-Washington Province (004) Quarter-Mile Cells
National Assessment of Oil and Gas Quarter-Mile Cells (Wildcats) - Paleogene System of the Gulf Coast (Provinces 047, 048 and 049)
National Assessment of Oil and Gas Project - San Juan Basin Province (022) Total Petroleum Systems
National Assessment of Oil and Gas Project Devonian Marcellus Shale of the Appalachian Basin Province (067) Assessment Units"
50,National Assessment of Oil and Gas Project - San Juan Basin Province (022) Total Petroleum Systems,"USGS National and Global Oil and Gas Assessment Project - San Juan Basin Province, Lewis Shale Total Petroleum System Assessment Units and Input Data Forms
USGS National Assessment of Oil and Gas Project - Uinta-Piceance Province, Mancos Formation Assessment Units
National Assessment of Oil and Gas Project - San Juan Basin Province (022) Quarter-Mile Cells
USGS National Assessment of Oil and Gas Project - Cherokee Platform Province Assessment Units
USGS National and Global Oil and Gas Assessment Project-Permian Basin Province, Val Verde Basin, Canyon Sandstones Assessment Units"
51,d179eg.m77t and d179eg.h77t: MGD77T data and header files for single-beam bathymetry data for field activity D-1-79-EG in the Eastern Gulf of Alaska from 05/24/1979 to 06/01/1979,"a194yb.m77t and a194yb.h77t: MGD77T data and header files for single-beam bathymetry for field activity A-1-94-YB in Yakutat Bay and Yakutat Sea Valley, Alaska from 08/05/1994 to 08/08/1994
p194ar.m77t and p194ar.h77t: MGD77T data and header files for single-beam bathymetry data for field activity P-1-94-AR in Arctic Ocean from 07/25/1994 to 08/30/1994
l780bs.m77t - MGD77 data file for Geophysical data from field activity L-7-80-BS in Bering Sea, Alaska from 08/01/1980 to 08/26/1980
l1182cs.m77t - MGD77 data file for Geophysical data from field activity L-11-82-CS in Chukchi Sea, Alaska from 08/27/1982 to 09/16/1982
k177ar.m77t - MGD77 data file for Geophysical data from field activity K-1-77-AR in Beaufort Sea, Arctic from 07/15/1977 to 08/25/1977"
52,"Acoustic backscatter from 2013 interferometric swath bathymetry systems survey of Columbia River Mouth, Oregon and Washington","Oceanographic time-series measurements from the mouth of the Columbia River, Oregon and Washington, 2013
Suspended sediment and water temperature monitoring in the Sauk River, Washington, water years 2012-2016
Braided Reach Cross-Section Monitoring Surveys, Kootenai River near Bonners Ferry, Idaho, 2011
Geomorphic habitat units derived from 2012 aerial imagery and elevation data for the Elwha River estuary, Washington
Hydrographic Surveys of the Missouri River at Plattsmouth backwater, 2011-13"
53,"Recent historical and projected (years 2006-99) areas (km2) of managed, flooded habitats used by waterbirds overwintering in Central Valley, California basins for 17 climate, urbanization, and water management scenarios.","CoSMoS (Coastal Storm Modeling System) Southern California v3.0 Phase 2 flood-hazard depth and duration projections: 100-year storm in San Diego County
CoSMoS (Coastal Storm Modeling System) Central California v3.1 flood depth and duration projections: average conditions in Santa Cruz County
Water Quality, Streamflow Gain Loss, Geologic, and Geospatial Data Used in the Pecos River Basin Salinity Assessment from Santa Rosa Lake, New Mexico to the Confluence of the Pecos River and the Rio Grande, 1900-2015
Zooplankton, phytoplankton, and water-quality data for Nolin Lake, Kentucky during a midwinter swarm by the exotic cladoceran Daphnia lumholtzi, 2016-17
Data for calculating population, collision and displacement vulnerability among marine birds of the California Current System associated with offshore wind energy infrastructure (version 2.0, June 2017)"
54,LANDFIRE Remap Anderson Fire Behavior Fuel Model (FBFM13) Marshall Islands,"LANDFIRE Remap Fuel Characteristic Classification System (FCCS) Marshall Islands
LANDFIRE Remap Anderson Fire Behavior Fuel Model (FBFM13) Micronesia
LANDFIRE Remap Fuel Disturbance (FDist) Marshall Islands
LANDFIRE Remap Fuel Vegetation Type (FVT) Palau
LANDFIRE Remap Fuel Characteristic Classification System (FCCS) Micronesia"
55,"Raw, high-resolution seismic-reflection data collected between Point Sal and Refugio State Beach (southern California) during field activity 2014-632-FA from 07/17/2014 to 08/02/2014","Swell-filtered, high-resolution seismic-reflection data collected between Punta Gorda and Fort Bragg (northern California) during field activity B-04-12-NC from 09/17/2012 to 09/25/2012
Minisparker seismic-reflection data of field activity B-05-11-CC, from Point Sur to Morro Bay, offshore central California, 2011-09-12 to 2011-09-26
Multichannel sparker and minisparker seismic-reflection data of USGS field activity 2014-645-FA collected in the outer Santa Barbara Channel, California, between 2014-11-12 to 2014-11-25 (ver. 2.0, March 2020)
Reprocessed 3D seismic-reflection data and neural-network fault cube of field activity P-04-11-CC, offshore Point Sal, central California, 2012-08-12 to 2012-10-05
Multichannel minisparker seismic-reflection data of USGS field activity 2016-616-FA collected in the Catalina Basin offshore southern California in February 2016"
56,"PNG formatted images of EdgeTech 424 seismic-reflection profiles collected by the U.S. Geological Survey in Barnegat Bay, NJ in 2011, 2012, and 2013","SEG-Y formatted chirp seismic-reflection profile data collected in the Indian River Bay, Delaware, on April 13, 2010, on U.S. Geological Survey Field Activity 2010-006-FA
Survey lines along which seismic reflection data were collected in 2012 by the U.S. Geological Survey in the Connecticut River during field activity 2012-024-FA (Polyline Shapefile)
PNG formatted images of EdgeTech SB-424 seismic-reflection profiles collected by the U.S. Geological Survey -Woods Hole Coastal and Marine Science Center offshore of the Elizabeth Islands, MA, 2010.
PNG formatted images of Edgetech SB-512i chirp seismic-reflection profiles collected by the U.S. Geological Survey along the Delmarva Peninsula, MD and VA, 2014
Survey tracklines along which backscatter data were collected with a Klein 3000, EdgeTech 4200 sidescan sonar and a SEA Ltd., SWATHplus-H interferometric sonar with in Barnegat Bay, New Jersey by the U.S. Geological Survey in 2011, 2012, and 2013 (Esri polyline shapefile, Geographic, WGS 84)"
57,"Horizontal-to-Vertical Spectral Ratio Soundings and Depth-to-Bedrock Data for Geohydrology and Water Quality Investigation of the Unconsolidated Aquifers in the Enfield Creek Valley, Town of Enfield, Tompkins County, New York, April 2013 - August 2015","Bathymetric and tidal discharge data for Wilderness Breach, Fire Island National Seashore, Long Island, NY, May 14, 2015 - Bathymetry Contours: U.S. Geological Survey data release
Water-Quality and Borehole Geophysical Data Associated with Uranium Background Concentrations at the Homestake Superfund Site near Milan, New Mexico: 2016 (ver. 1.2)
Heat-pulse flow measurements for selected boreholes near GMH Electronics Superfund site, Roxboro, NC (2012-2015)
Survey lines along which seismic reflection data were collected in 2012 by the U.S. Geological Survey in the Connecticut River during field activity 2012-024-FA (Polyline Shapefile)
Raw HYPACK navigation logs (text) collected by the U.S. Geological Survey in Vineyard Sound, MA, January 5, 2011 (2010-100-FA_hypack)"
58,"Shapefiles of the flood-inundation maps for the Meramec River at Fenton, Missouri, 2018","Depth grids of the flood-inundation maps for the Meramec River at Valley Park, Missouri, 2018
Shapefiles of the flood-inundation maps for the Meramec River at Valley Park, Missouri, 2017
Flood-Inundation Depth Grids for the Dardenne Creek Backwater, St. Charles County, Missouri, 2019
Flood-Inundation Depth Grids for Dardenne Creek, St. Charles County, Missouri, 2019
Flood-Inundation Shapefile for Dardenne Creek, St. Charles County, Missouri, 2019"
59,"Bathymetric Data Collected for Pre-levee Repair in the Green River near Tukwila, Washington on 20150730","Bathymetric and tidal discharge data for Wilderness Breach, Fire Island National Seashore, Long Island, NY, May 14, 2015 - Bathymetry Contours: U.S. Geological Survey data release
Updated CE-QUAL-W2 water-quality model for Madison Lake, Minnesota (2014 and 2016)
Datasets to reproduce the exploratory Bayesian network developed in USGS SIR 2018-5053 for estimating water-quality parameters at streamgage 03374100 White River at Hazleton, Indiana, 1973-2016
Topography data from the Elwha River delta, Washington, April 2014
Suspended sediment and water temperature monitoring in the Sauk River, Washington, water years 2012-2016"
60,"Routes of Mule Deer in the Ruby Mountains, Nevada","Winter Ranges of Mule Deer in the Paunsaugunt Plateau Herd in Utah
Migration Corridors of Mule Deer in the Paunsaugunt Plateau Herd in Utah
Migration Corridors of Mule Deer in the San Francisco Peaks Herd in Arizona
Migration Corridors (WGFD Designated) of Mule Deer in the Platte Valley Herd in Wyoming
Migration Routes of Mule Deer in the South Wind River Herd in Wyoming"
61,Migration Routes of Mule Deer in the South Wind River Herd in Wyoming,"Migration Corridors (WGFD Designated) of Mule Deer in the Platte Valley Herd in Wyoming
Migration Corridors of Mule Deer in the Paunsaugunt Plateau Herd in Utah
Winter Ranges of Mule Deer in the Paunsaugunt Plateau Herd in Utah
Migration Corridors of Mule Deer in the San Francisco Peaks Herd in Arizona
Migration Routes of Elk in the Piney Herd in Wyoming"
62,Airborne geophysical survey: Rampart-Manley,"Airborne geophysical survey: Seward Peninsula
Airborne geophysical survey: Susitna
Airborne geophysical survey: Bethel
Airborne geophysical survey: Columbus ARMS
Airborne geophysical survey: Chugach-Yakutat"
63,"Lidar derived shoreline for Beaver Lake near Rogers, Arkansas, 2018","Geodatabase containing bathymetric and LiDAR data for Norfork Lake, Arkansas-Missouri, 2015.
SEM Images of Sinter Samples from the Upper Geyser Basin in Yellowstone National Park (2019)
Cross-Section Geometry and Sediment-Size Distribution Data from Muddy Creek and North Fork Gunnison River below Paonia Reservoir, western Colorado, 2017
Monitoring Data for Willow Creek Lake, Nebraska, 2012-14--Streamflow
Stream Temperature in the Northern Great Basin region of Southeastern Oregon, 2016-2019"
64,Klamath Basin Water Rights Place of Use,"Water Data for Nisqually River Delta at Site D1
Hydrogeologic Groupings of the Lake Tahoe Basin
Aquifer Boundaries in the Enfield Creek Valley
Location of General Head Boundaries (GHB) in the Central Valley Hydrologic Model (CVHM)
Sprague River Oregon Geomorphology, with assessment of return flow potential"
65,Data release for Quantifying ecosystem service flows at multiple scales across the range of a long-distance migratory species,"Data for: A conservation planning tool for greater sage-grouse using indices of species distribution, resilience, and resistance
Regional-scale Model Predictions of the Relation Between Biological Integrity and Streamflow Modification
Effects of Climate on Scaled Quail Reproduction and Survival
Potential Wetland Extent Along the Saint Marys River Between USGS Gaging Stations 04181500 and 04182000
National Fish Habitat Action Plan (NFHAP) 2010 HCI Scores and Human Disturbance Data (linked to NHDPLUSV1) for Great Plains Fish Habitat Partnership"
66,"Native Hawaiian plant seedling growth along an elevation gradient at Kanakaleonui Bird Corridor, Hawaii, 2016","Monitoring Hawaiian Biodiversity: Pilot study to assess changes to Hawaii Island forest birds and their habitat - 2015 vegetation description dataset
Monitoring Hawaiian Biodiversity: Pilot study to assess changes to Hawaii Island forest birds and their habitat - 1977 vegetation structure dataset
Hakalau Forest National Wildlife Refuge Hawaii Akepa point-transect surveys, 1987-2017
Rat mark-recapture plot-area data in Hawaii Volcanoes National Park from 2015-2017
Hawaii Island Environmental Sampler Comparison 2016-2018"
67,National Fish Habitat Action Plan (NFHAP) 2010 HCI Scores and Human Disturbance Data for Alaska linked to HUC12s for Matanuska Susitna Basin Salmon Habitat Partnership,"National Fish Habitat Action Plan (NFHAP) 2010 HCI Scores and Human Disturbance Data (linked to NHDPLUSV1) for Great Plains Fish Habitat Partnership
National Fish Habitat Action Plan (NFHAP) 2010 HCI Scores and Human Disturbance Data (linked to NHDPLUSV1) for Great Lakes Basin Fish Habitat Partnership
National Fish Habitat Action Plan (NFHAP) 2010 HCI Scores and Human Disturbance Data (linked to NHDPLUSV1) for Arizona
National Fish Habitat Action Plan (NFHAP) 2010 HCI Scores and Human Disturbance Data (linked to NHDPLUSV1) for Midwest Glacial Lakes Partnership
National Fish Habitat Action Plan (NFHAP) 2010 HCI Scores and Human Disturbance Data (linked to NHDPLUSV1) for Driftless Area Restoration Effort"
68,"Airborne geophysical survey: Yellowstone Regional, Wyoming and Montana","Airborne geophysical survey: Bearpaw Mountains, Montana
Airborne geophysical survey: Rogers Pass, Montana
Airborne geophysical survey: Wallace-Flathead, Montana
Airborne geophysical survey: Medicine Bow, Wyoming
Geochronologic data from xenoliths near the Stillwater Complex, Montana"
