,Name of the dataset,similar
63,BLM REA NWP 2011 Mule Deer overall status score by 6th level HUC in the Northwest Plains Ecoregion,"BLM REA MIR 2011 Elk rating by 6th level HUC in the Middle Rockies Ecoregion
BLM REA MIR 2011 Overall rating by 6th Level HUC for Bighorn Sheep in the Middle Rockies Ecoregion
BLM REA MIR 2011 Mule Deer Rating based on Patch Density per 100 ha
BLM REA MIR 2011 Current Status by 6th Level HUC for Greater Sage-Grouse in Middle Rockies Ecoregion
BLM REA MIR 2011 Current Status by 6th Level HUC for Canada Lynx in Middle Rockies Ecoregion"
64,BLM REA CYR 2013 Spring movements of the Western Arctic Herd during 2010,"BLM REA CYR 2013 Autumn movements of the Western Arctic Herd during 2010
BLM REA CYR 2013 Spring movements of the Western Arctic Herd during 2011
BLM REA CYR 2013 Spring movements of the Western Arctic Herd during 2009
BLM REA CYR 2013 Autumn movements of the Western Arctic Herd during 2011
BLM REA CYR 2013 Spring movements of the Western Arctic Herd during 2012"
65,MeanderedWater,"CAD NSDI Meandered Water
ilmazedt.ILMAZDBO.MeanderedWater
BLM OR Hydrography 17050119 Waterbodies Polygon
BLM OR Hydrography 17070103 Waterbodies Polygon
BLM OR Hydrography 17050118 Waterbodies Polygon"
66,BLM Wild Horse and Burro Herd Management Area Historical Polygons,"BLM Historical Wild Horse and Burro Herd Management Area Documents Table
BLM Wild Horse and Burro Herd Management Area Polygons
BLM NV Wild Horse and Burro Herd Management Area Polygons
BLM OR Wild Horse and Burro Herd Management Area Polygons
BLM Wild Horse and Burro Herd Area Polygons"
67,BLM REA NWP 2011 AG C Prairie Fish Threats Agricultural Use in Riparian Corridor,"BLM REA NWP 2011 AG C Prairie Fish Threats Agricultural Use
BLM REA NWP 2011 AG C Prairie Fish Threats percent Riparian with Natural Land Cover
BLM REA NWP 2011 AG C Prairie Fish Threats NUmber of TRI Sites
BLM REA NWP 2011 AG C Prairie Fish Threats Number of Dams
BLM REA NWP 2011 AG C Prairie Fish Threats Overall Rating"
68,BLM CA Grazing Allotment Polygons,"BLM UT Grazing Allotment Polygons
BLM Grazing Allotment Polygons
BLM NV Grazing Allotment Polygons
BLM OR ROD PSDV Grazing Allotments Polygon
BLM OR ROD SWO Grazing Allotments Polygon"
69,BLM REA CYR 2013 Tundra Swan Potential Breeding Habitat,"BLM REA CYR 2013 Trumpeter Swan Potential Breeding Habitat
BLM REA CYR 2013 Harlequin Duck Potential Breeding Habitat
BLM REA CYR 2013 Long-tailed Duck Potential Breeding Habitat
BLM REA CYR 2013 Ring-Necked Duck Potential Breeding Habitat
BLM REA CYR 2013 Canada Goose Potential Breeding Habitat"
70,BLM OR Hydrography 17020013 Waterbodies Polygon,"BLM OR Hydrography 17110013 Waterbodies Polygon
BLM OR Hydrography 17020014 Waterbodies Polygon
BLM OR Hydrography 17020003 Waterbodies Polygon
BLM OR Hydrography 17020016 Waterbodies Polygon
BLM OR Hydrography 17020001 Waterbodies Polygon"
71,BLM OR Hydrography 17010307 Polygon,"BLM OR Hydrography 17010306 Polygon
BLM OR Hydrography 17010308 Polygon
BLM OR Hydrography 17010303 Polygon
BLM OR Hydrography 17010305 Polygon
BLM OR Hydrography 17020007 Polygon"
72,BLM REA YKL 2011 Long-Term Future (2060) Landscape Condition Status in Current (2012) Modeled Trumpeter Swan Habitat in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills,"BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Status in Current (2012) Modeled Trumpeter Swan Habitat in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Current Landscape Condition Status in Current (2012) Modeled Trumpeter Swan Habitat in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Long-Term Future (2060) Landscape Condition Status in Current (2012) Caribou Range in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Long-Term Future (2060) Landscape Condition Status in Current (2012) Modeled American Peregrine Falcon High Quality Habitat in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Long-Term Future (2060) Landscape Condition Status in Current (2012) Modeled Olive-Sided Flycatcher Habitat in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills"
73,BLM OR Ocean Polygon,"BLM OR Ocean Lines
BLM OR Hydrography 17100104 Point
BLM OR Hydrography 17010214 Point
BLM OR Hydrography 17100102 Polygon
BLM OR Hydrography 17010214 Polygon"
74,BLM REA YKL 2011 CL L AlaskaSnowDayFraction2050s September A2,"BLM REA YKL 2011 CL L AlaskaSnowDayFraction2050s October A2
BLM REA YKL 2011 CL L AlaskaSnowDayFraction September A2
BLM REA YKL 2011 CL N AlaskaSnowDayFraction September A2
BLM REA YKL 2011 CL C AlaskaSnowDayFraction September A2
BLM REA YKL 2011 CL L AlaskaSnowDayFraction2050s November A2"
75,BLM OR Hydrography 17020002 Point,"BLM OR Hydrography 17020009 Point
BLM OR Hydrography 17020004 Point
BLM OR Hydrography 17020006 Point
BLM OR Hydrography 17020008 Point
BLM OR Hydrography 17020005 Point"
76,"BLM REA YKL 2011 Subsistence Harvest Areas of Berries and Plants in Crooked Creek, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Berries and Plants in Stony River, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Berries and Plants in Anvik, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Berries and Plants in Grayling, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Berries and Plants in Chuathbaluk, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Berries and Plants in McGrath, Alaska."
77,BLM OR Hydrography 17050115 Point,"BLM OR Hydrography 17110015 Point
BLM OR Hydrography 17050115 Flowlines Lines
BLM OR Hydrography 17050117 Point
BLM OR Hydrography 17050119 Point
BLM OR Hydrography 17050105 Point"
78,BLM REA NWP 2011 snap 30m,"BLM REA NWP 2011 gap 30
BLM REA MIR 2011 snap 30m
BLM REA MIR 2011 evt mir 30m
BLM REA MIR 2011 ned10m13 30m
BLM REA YKL 2011 CL L AnnualTotalPPT2050s A1B"
79,BLM REA CYR 2013 Long-term Future (2060) Landscape Condition in Historic Caribou Summer Ranges,"BLM REA CYR 2013 Long-term Future (2060) Landscape Condition in Historic Caribou winter ranges
BLM REA CYR 2013 Long-term Future (2060s) Dolly Varden Modeled Resident Habitat
BLM REA CYR 2013 Long-term Future (2060) Landscape Condition within Swainson's Thrush Potential Habitat
BLM REA YKL 2011 Long-Term Future (2060) Landscape Condition Status in Current (2012) Caribou Range in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA CYR 2013 Long-Term Future (2060) Landscape Condition"
80,BLM REA NWP 2011 Mean Fire Return Interval for shrublands in the Northwest Plains Ecoregion,"BLM REA MIR 2011 Mean Fire Return Interval for shrublands in middle rockies ecoregion
BLM REA NWP 2011 mean fire return interval for grasslands in the northwest plains ecoregion
BLM REA NWP 2011 current score of shrublands in the Northwest Plains Ecoregion
BLM REA MIR 2011 mean fire return interval for grasslands in the middle rockies ecoregion
BLM REA NWP 2011 shrublands in the Northwest Plains Ecoregion"
81,BLM REA CYR 2013 National Hydrography Dataset Alaska: Waterbodies,"BLM REA CYR 2013 National Hydrography Dataset Alaska: Waterbodies Alaska
BLM REA CYR 2013 National Hydrography Dataset Alaska: Flowlines
BLM REA CYR 2013 National Hydrography Dataset Alaska: Flowlines Alaska
BLM REA YKL 2011 National Hydrography Dataset Alaska: Waterbodies
BLM REA YKL 2011 National Hydrography Dataset Alaska: Flowlines"
82,BLM REA CYR 2013 Small Streams,"BLM REA CYR 2013 Culvert-Restricted Stream Reaches
BLM REA CYR 2013 Impaired Streams
BLM REA CYR 2013 Elodea Susceptible Rivers
BLM REA CYR 2013 Anadromous Waters Catalog
BLM REA CYR 2013 Connected Small Lakes"
83,BLM OR Hydrography 17110009 Flowlines Lines,"BLM OR Hydrography 17110008 Flowlines Lines
BLM OR Hydrography 17110003 Flowlines Lines
BLM OR Hydrography 17110007 Flowlines Lines
BLM OR Hydrography 17110006 Flowlines Lines
BLM OR Hydrography 17110002 Flowlines Lines"
84,BLM OR Resource Area Land Boundaries Polygon,"BLM OR Resource Area Boundary Polygon
BLM OR Land Tenure Zones Polygon
BLM OR ROD NCO Land Tenure Zones Polygon
BLM OR District Boundary Land Polygon
BLM OR Resource Area Line"
85,"BLM REA YKL 2011 Subsistence Harvest Areas of Berries and Plants in Lower Kalskag, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Berries and Plants in Upper Kalsakg, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Berries and Plants in Aniak, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Berries and Plants in Chuathbaluk, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Berries and Plants in Takotna, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Berries and Plants in Newhalen, Alaska."
86,BLM OR Hydrography 17060103 Waterbodies Polygon,"BLM OR Hydrography 17060102 Waterbodies Polygon
BLM OR Hydrography 17060104 Waterbodies Polygon
BLM OR Hydrography 17060109 Waterbodies Polygon
BLM OR Hydrography 17060101 Waterbodies Polygon
BLM OR Hydrography 17060107 Waterbodies Polygon"
87,BLM REA NWP 2011 Prairie Potholes current status by 6th level HUC,"BLM REA NWP 2011 current status by 6th level HUC for grasslands in the nortwest plains ecoregion
BLM REA NWP 2011 Current Status by 6th Level HUC for Greater Sage-Grouse in Northwest Plains Ecoregion
BLM REA MIR 2011 current status by 6th level HUC for grasslands in the middle rockies ecoregion
BLM REA NWP 2011 6th Level HUC dataset threat assesment values for Riparian areas in the Northwest Plains Ecoregion
BLM REA NWP 2011 current status by 6th level HUC for shrublands in the Northwest Plains Ecoregion"
88,BLM REA CYR 2013 Proposed Roads to Resources in the Central Yukon,"BLM REA CYR 2013 Secondary Roads in the Central Yukon Study Area
BLM REA CYR 2013 Highways in the Central Yukon Study Area
BLM REA CYR 2013 Community Footprints in the Central Yukon study area
BLM REA CYR 2013 Community Locations in the Central Yukon Study Area
BLM REA CYR 2013 Pipelines in the Central Yukon"
89,BLM REA YKL 2011 CL L MeanJulyTemp A2,"BLM REA YKL 2011 CL C MeanJulyTemp A2
BLM REA YKL 2011 CL N MeanJulyTemp A2
BLM REA YKL 2011 CL L MeanJanuaryTemp A2
BLM REA YKL 2011 CL N MeanJanuaryTemp A2
BLM REA YKL 2011 CL C MeanJanuaryTemp A2"
90,BLM REA CYR 2013 Spruce Beetle Damage Points Outside Climate Vulnerable Area From 2000 to 2009,"BLM REA CYR 2013 Spruce Beetle Damage Points Within Climate Vulnerable Area From 2000 to 2009
BLM REA CYR 2013 Climate Vulnerable Area and Spruce Beetle Damage From 2000 to 2009
BLM REA CYR 2013 Kernel Density of Spruce Mortality Caused by Spruce Beetle From 2000 to 2009
BLM REA CYR 2013 Forest damaged by insect and disease agents in Alaska from 2000 to 2014
BLM REA CYR 2013 Forest damaged by insect and disease agents in Central Yukon study area from 2000 to 2014"
91,"BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in Stony River, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in Grayling, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in Crooked Creek, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in Newhalen, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in Anvik, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in McGrath, Alaska."
92,BLM REA YKL 2011 CL L SnowDayFraction2050s April A2,"BLM REA YKL 2011 CL L SnowDayFraction April A2
BLM REA YKL 2011 CL C SnowDayFraction April A2
BLM REA YKL 2011 CL L SnowDayFraction2050s March A2
BLM REA YKL 2011 CL N SnowDayFraction April A2
BLM REA YKL 2011 CL L SnowDayFraction2050s May A2"
93,BLM REA YKL 2011 CL C AlaskaSnowDayFraction November A2,"BLM REA YKL 2011 CL L AlaskaSnowDayFraction November A2
BLM REA YKL 2011 CL N AlaskaSnowDayFraction November A2
BLM REA YKL 2011 CL C AlaskaSnowDayFraction October A2
BLM REA YKL 2011 CL L AlaskaSnowDayFraction October A2
BLM REA YKL 2011 CL N AlaskaSnowDayFraction October A2"
94,BLM OR Hydrography 17100106 Polygon,"BLM OR Hydrography 17120006 Polygon
BLM OR Hydrography 17110006 Polygon
BLM OR Hydrography 17100105 Polygon
BLM OR Hydrography 17100103 Polygon
BLM OR Hydrography 17020006 Polygon"
95,BLM REA NWP 2011 AE C Aquatic Ecosystem Threats Ag,"BLM REA NWP 2011 AE C Aquatic Ecosystem Threats Ag in Riparian Corridor
BLM REA NWP 2011 AE C Aquatic Ecosystem Threats Natural Landcover
BLM REA NWP 2011 AE C Aquatic Ecosystem Threats Overall Score
BLM REA NWP 2011 AE C Aquatic Ecosystem Threats Number of TRI Sites
BLM REA NWP 2011 AE C Aquatic Ecosystem Threats Population in SqKm"
96,BLM REA CYR 2013 Current (2010s) Modeled Shrub Cover,"BLM REA CYR 2013 Current (2010s) Modeled Forest Extent
BLM REA CYR 2013 Near-Term Future (2020s) Modeled Shrub Cover
BLM REA CYR 2013 Long-Term Future (2060s) Modeled Shrub Cover
BLM REA CYR 2013 Current (2010s) modeled distribution of steppe bluff
BLM REA CYR 2013 Current (2010s) Dolly Varden Modeled Resident Habitat"
97,BLM REA YKL 2011 Current (2009 to 2013) Areas of Spruce Beetle Damage in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills,"BLM REA YKL 2011 Historic (1989 to 2013) Areas of Spruce Beetle Damage in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Current (2009 to 2013) Areas of Insect and Disease Damage in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Historic (1989 to 2013) Areas of Insect and Disease Damage in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Current Invasive Plant Density in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Current Infestation Vulnerability in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills"
98,BLM REA CYR 2013 Current Boundary of Herd Annual Ranges,"BLM REA CYR 2013 Total Annual Range of Teshekpuk Herd
BLM REA CYR 2013 Total Annual Range of Porcupine Herd
BLM REA CYR 2013 Current Boundary of Herd Summer Ranges
BLM REA CYR 2013 Total Annual Range of Central Arctic Herd
BLM REA CYR 2013 Total Annual Range of Western Arctic Herd"
99,BLM REA NWP 2011 Vegetation types potentially suitable for Hoary Cress,"BLM REA MIR 2011 Vegetation types potentially suitable for Hoary Cress
BLM REA NWP 2011 Elevations potentially suitable for Hoary Cress
BLM REA NWP 2011 Potentially Suitable soil types for Hoary Cress
BLM REA MIR 2011 Elevations potentially suitable for Hoary Cress
BLM REA MIR 2011 Potentially Suitable soil types for Hoary Cress"
100,BLM New Mexico Surface Ownership,"BLM New Mexico Mineral Ownership
New Mexico Inter-Agency Initial Attack Zones
BLM REA COP 2010 BLM Recreation Sites in New Mexico
BLM REA COP 2010 New Mexico Mines
BLM REA COP 2010 BLM Grazing Allotments, New Mexico"
101,BLM OR Hydrography 18010202 Flowlines Lines,"BLM OR Hydrography 18010203 Flowlines Lines
BLM OR Hydrography 18010201 Flowlines Lines
BLM OR Hydrography 18010209 Flowlines Lines
BLM OR Hydrography 18010204 Flowlines Lines
BLM OR Hydrography 18010205 Flowlines Lines"
102,"BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Nondalton, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Nulato, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Iliamna, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Moose in McGrath, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Takotna, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Newhalen, Alaska."
103,BLM OR Hydrography 17070201 Polygon,"BLM OR Hydrography 17070301 Polygon
BLM OR Hydrography 17070202 Polygon
BLM OR Hydrography 17070203 Polygon
BLM OR Hydrography 17070302 Polygon
BLM OR Hydrography 17050201 Polygon"
104,BLM REA NWP 2011 AG C Prairie Fish Threats Number of Dams Score,"BLM REA NWP 2011 AG C Prairie Fish Threats Number of Dams
BLM REA NWP 2011 AG C Prairie Fish Threats NUmber of TRI Sites
BLM REA NWP 2011 AG C Prairie Fish Threats Overall Rating
BLM REA NWP 2011 AG C Prairie Fish Threats Population per Sq KM
BLM REA NWP 2011 AG C Prairie Fish Threats HUC 12"
105,BLM OR Hydrography 17070305 Polygon,"BLM OR Hydrography 17070105 Polygon
BLM OR Hydrography 17070304 Polygon
BLM OR Hydrography 17070306 Polygon
BLM OR Hydrography 17070303 Polygon
BLM OR Hydrography 17070307 Polygon"
106,"BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Aniak, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Chuathbaluk, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Anvik, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Upper Kalsakg, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Nulato, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Grayling, Alaska."
107,"BLM REA YKL 2011 Subsistence Harvest Areas of Sockeye Salmon in Iliamna, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Sockeye Salmon in Newhalen, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Sockeye Salmon in Nondalton, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Sockeye Salmon in Pedro Bay, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Anvik, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Grayling, Alaska."
108,BLM REA NWP 2011 Potential Risk of Spotted Knapweed in the Northwest Plains Ecoregion,"BLM REA NWP 2011 Potential Risk of Diffuse Knapweed in the Northwest Plains Ecoregion
BLM REA NWP 2011 Potential risk of Tamarisk (Saltcedar) in the Northwest Plains Ecoregion
BLM REA MIR 2011 Potential Risk of Spotted Knapweed in the Middle Rockies Ecoregion
BLM REA NWP 2011 Potential Risk of Leafy Spurg in the Northwest Plains Ecoregion
BLM REA NWP 2011 Potential risk of Hoary Cress in the Northwest Plains Ecoregion"
109,BLM REA CYR 2013 Proposed railroad extension,"BLM REA CYR 2013 Current Alternative Transportation
BLM REA CYR 2013 Proposed Road to Tanana
BLM REA CYR 2013 Near-term Future Alternative Transportation
BLM REA CYR 2013 Long-term Future Alternative Transportation
BLM REA NWP 2011 Railroad Lines"
110,BLM REA YKL 2011 CL L AnnualTotalPPT2050s A2,"BLM REA YKL 2011 CL L AnnualTotalPPT2050s A1B
BLM REA YKL 2011 CL N AnnualTotalPPT A2
BLM REA YKL 2011 PF L MeanAnnualGroundTemp2050s A2
BLM REA YKL 2011 CL C AnnualTotalPPT A2
BLM REA YKL 2011 CL L AnnualTotalPPT A2"
111,BLM REA CYR 2013 Long-Term Future (2060) Landscape Integrity Minimum Reserve in the Central Yukon study area,"BLM REA CYR 2013 Long-Term Future (2060) Landscape Integrity in the Central Yukon study area
BLM REA YKL 2011 Long term future (2060) landscape condition model in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Long-Term Future (2060) Landscape Condition Status in Current Distribution of Sheefish in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Long-Term Future (2060) Landscape Integrity in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA CYR 2013 Near-Term Future (2025) Landscape Integrity Minimum Reserve in the Central Yukon Study Area"
